game_index,ply,side,san,uci,top1_uci,top1_prob,top2_uci,top2_prob,top3_uci,top3_prob
10,3,W,c4,c2c4,c2c4,0.29292929292929293,c2c3,0.21212121212121213,d2d4,0.15151515151515152
10,4,B,Nf6,g8f6,,,,,,
10,5,W,Qb3,d1b3,d1b3,0.3434343434343434,b2b4,0.23232323232323232,d2d4,0.1919191919191919
10,6,B,d5,d7d5,,,,,,
10,7,W,cxd5,c4d5,c4d5,0.494949494949495,d2d4,0.25252525252525254,b3b7,0.010101010101010102
10,8,B,Qxd5,d8d5,,,,,,
10,9,W,d3,d2d3,d2d3,0.26262626262626265,b1c3,0.24242424242424243,d2d4,0.10101010101010101
10,10,B,Qxb3,d5b3,,,,,,
10,11,W,axb3,a2b3,a2b3,0.7878787878787878,h1h2,0.010101010101010102,g1f3,0.010101010101010102
10,12,B,Nc6,b8c6,,,,,,
10,13,W,Ra5,a1a5,a1a5,0.5151515151515151,a1a4,0.36363636363636365,h1h2,0.010101010101010102
10,14,B,Nxa5,c6a5,,,,,,
10,15,W,b4,b3b4,b3b4,0.45454545454545453,b1d2,0.35353535353535354,h1h2,0.010101010101010102
10,16,B,Bxb4+,f8b4,,,,,,
10,17,W,Nd2,b1d2,b1d2,0.36363636363636365,b1c3,0.32323232323232326,c1d2,0.21212121212121213
10,18,B,Bd7,c8d7,,,,,,
10,19,W,Rh2,h1h2,h1h2,0.32323232323232326,b2b3,0.2222222222222222,h3h4,0.09090909090909091
10,20,B,Nb3,a5b3,,,,,,
10,21,W,h4,h3h4,h3h4,0.23232323232323232,h2h1,0.18181818181818182,e2e3,0.1111111111111111
10,22,B,Nxc1,b3c1,,,,,,
10,23,W,Rh3,h2h3,h2h3,0.5555555555555556,e2e3,0.18181818181818182,h2h1,0.15151515151515152
10,24,B,Nb3,c1b3,,,,,,
10,25,W,e3,e2e3,e2e3,0.6363636363636364,e2e4,0.23232323232323232,h3g3,0.010101010101010102
10,26,B,Nxd2,b3d2,,,,,,
10,27,W,Rh2,h3h2,h3h2,0.8383838383838383,h3g3,0.010101010101010102,h3f3,0.010101010101010102
10,28,B,Nf3+,d2f3,,,,,,
10,29,W,Kd1,e1d1,e1d1,0.6363636363636364,e1e2,0.36363636363636365,,
10,30,B,Nxh2,f3h2,,,,,,
10,31,W,g4,g2g4,g2g4,0.8585858585858586,g1h3,0.010101010101010102,g1f3,0.010101010101010102
10,32,B,Nhxg4,h2g4,,,,,,
10,33,W,Bh3,f1h3,f1h3,0.8585858585858586,g1h3,0.010101010101010102,g1f3,0.010101010101010102
10,34,B,Nxf2+,g4f2,,,,,,
10,35,W,Kc1,d1c1,d1c1,0.5252525252525253,d1e2,0.46464646464646464,d1c2,0.010101010101010102
10,36,B,Nxh3,f2h3,,,,,,
10,37,W,Kc2,c1c2,c1c2,0.9090909090909091,g1h3,0.010101010101010102,g1f3,0.010101010101010102
10,38,B,Nxg1,h3g1,,,,,,
10,39,W,e4,e3e4,e3e4,0.9292929292929293,c2b3,0.010101010101010102,c2d1,0.010101010101010102
10,40,B,Ne2,g1e2,,,,,,
10,41,W,h5,h4h5,h4h5,0.9494949494949495,c2b3,0.010101010101010102,c2d1,0.010101010101010102
10,42,B,Nd4+,e2d4,,,,,,
10,43,W,Kb1,c2b1,c2b1,0.5252525252525253,c2c1,0.47474747474747475,c2d1,0.0
10,44,B,h6,h7h6,,,,,,
10,45,W,b3,b2b3,b2b3,0.898989898989899,b1a2,0.08080808080808081,b1c1,0.010101010101010102
10,46,B,Rc8,a8c8,,,,,,
10,47,W,Kb2,b1b2,b1b2,0.7777777777777778,b1a2,0.20202020202020202,b1c1,0.010101010101010102
10,48,B,c6,c7c6,,,,,,
10,49,W,Ka1,b2a1,b2a1,0.6363636363636364,b2c1,0.3434343434343434,b2a2,0.010101010101010102
10,50,B,Bg4,d7g4,,,,,,
10,51,W,Kb2,a1b2,a1b2,0.5454545454545454,a1a2,0.24242424242424243,a1b1,0.21212121212121213
10,52,B,Kd8,e8d8,,,,,,
10,53,W,Ka1,b2a1,b2a1,0.6868686868686869,b2c1,0.29292929292929293,b2a2,0.010101010101010102
10,54,B,Nd7,f6d7,,,,,,
10,55,W,Kb2,a1b2,a1b2,0.5252525252525253,a1a2,0.25252525252525254,a1b1,0.2222222222222222
10,56,B,f6,f7f6,,,,,,
10,57,W,Ka1,b2a1,b2a1,0.6363636363636364,b2c1,0.3434343434343434,b2a2,0.010101010101010102
10,58,B,Bxh5,g4h5,,,,,,
10,59,W,Kb2,a1b2,a1b2,0.5252525252525253,a1a2,0.25252525252525254,a1b1,0.2222222222222222
10,60,B,Bg4,h5g4,,,,,,
10,61,W,Ka1,b2a1,b2a1,0.6060606060606061,b2c1,0.37373737373737376,b2a2,0.010101010101010102
10,62,B,h5,h6h5,,,,,,
10,63,W,Kb2,a1b2,a1b2,0.5151515151515151,a1a2,0.26262626262626265,a1b1,0.2222222222222222
10,64,B,h4,h5h4,,,,,,
10,65,W,Ka1,b2a1,b2a1,0.6262626262626263,b2c1,0.35353535353535354,b2a2,0.010101010101010102
10,66,B,h3,h4h3,,,,,,
10,67,W,Kb2,a1b2,a1b2,0.5353535353535354,a1a2,0.25252525252525254,a1b1,0.21212121212121213
10,68,B,h2,h3h2,,,,,,
10,69,W,Ka1,b2a1,b2a1,0.6363636363636364,b2c1,0.3434343434343434,b2a2,0.010101010101010102
10,70,B,h1=Q+,h2h1q,,,,,,
10,71,W,Kb2,a1b2,a1b2,0.6161616161616161,a1a2,0.3838383838383838,,
10,72,B,Rh2#,h8h2,,,,,,
